Biagrams,Frequency
"('quick', 'named')",1
"('fulani', 'herdsmeni')",1
"('worries', 'insecurity')",1
"('level', 'murderin')",1
"('track', 'members')",1
"('captive4ots', ""'"")",1
"('would', 'quick')",1
"('named', 'blamed')",1
"('herdsmen', 'is')",1
"('blamed', 'suspected')",1
"('gutter', 'media')",1
"('media', 'liegeria')",1
"('liegeria', 'disgusting')",1
"('disgusting', 'mouthpiece')",1
"('mouthpiece', 'terrorists')",1
"('ankole', 'wrestling')",1
"('herdsmenhow', 'police')",1
"('buhari', 'brought')",1
"('support', 'fulani')",1
"('could', 'contain')",1
"('resultsn1e', 'could')",1
"('bandits', 'militias')",1
"('herdsmen3ot', 'captive4ots')",1
"('tinubu', 'government')",1
"('them2trife', 'herdsmen3ot')",1
"('government', 'narcotics')",1
"('narcotics', 'bokoharam')",1
"('bokoharam', 'terrorists')",1
"('militias', 'terrorists')",1
"(""''"", 'resultsn1e')",1
"('terrorists', 'he')",1
"('buhari', 'criminalhe')",1
"('criminalhe', 'brought')",1
"('brought', 'answer')",1
"('contain', 'them2trife')",1
"('forming', 'vigilante')",1
"('talking', 'forming')",1
"('irritate', 'igbosou')",1
"('daily', 'hands')",1
"('dieing', 'daily')",1
"('freely', 'moving')",1
"('blocks', 'nuisance')",1
"('created', 'devil')",1
"('metropolis', 'figh')",1
"('igbosou', 'connived')",1
"('understand', 'talking')",1
"('connived', 'soludo')",1
"('soludo', 'murder')",1
"('murder', 'operatives')",1
"('operatives', 'sacrifice')",1
"('haven', 'recovered')",1
"('recovered', 'fulani')",1
"('answer', 'support')",1
"('state', 'checked')",1
"('bandit/herdsmen', 'human')",1
"('checked', 'fulani')",1
"('expose', 'catch')",1
"('righthe', 'president')",1
"('lamentations', 'irritate')",1
"('state', 'metropolis')",1
"('happen', 'generation')",1
"('havocs', 'enugu')",1
"('siege', 'fulani')",1
"('fulani', 'sponso')",1
"('president', 'uphold')",1
"('right', 'better')",1
"('uphold', 'right')",1
"('right', 'every')",1
"('every', 'nigerian')",1
"('nigerian', 'lifehis')",1
"('lifehis', 'thousands')",1
"('herdsmen', 'ransom')",1
"('breakingnot', 'fighter')",1
"('areas', ""'"")",1
"('protected', 'herdsmen')",1
"('herdsmen', 'occ')",1
"('terrorists', 'bandit')",1
"('fighter', 'havocs')",1
"('catch', 'haram')",1
"('generation', 'come')",1
"('names', 'nxe1xbbx8bgeria')",1
"('sponsors', 'christ')",1
"('herdsmen', 'areas')",1
"('bandit', 'killing')",1
"('ransom', ""'"")",1
"('killing', 'inno')",1
"('great', 'ak47s')",1
"('ak47s', 'hands')",1
"('hands', 'herdsmen')",1
"('hands', 'bandit/herdsmen')",1
"('therex99s', 'o')",1
"('police', 'always')",1
"('herdsmen', 'esnip')",1
"('moving', 'x94xa5')",1
"('leaving', 'sudan')",1
"('homes', 'unchalle')",1
"('years', 'britain')",1
"('britain', 'nigerian')",1
"('bokoharam', 'sponsors')",1
"('territories', 'protected')",1
"('come', ""'"")",1
"('situations', 'h')",1
"('benue', 'government')",1
"(""''"", 'leaving')",1
"('government', 'forc')",1
"('leaving', 'added')",1
"('added', 'insecurity')",1
"('insecurity', 'insurgents')",1
"('x94xa5', 'frying')",1
"('menhis', 'terrorist')",1
"('unknown', 'menhis')",1
"('scared', 'names')",1
"('always', 'ov')",1
"('herdsmen', 'stinking')",1
"('frying', 'x8dxb3oth')",1
"('x8dxb3oth', 'countries')",1
"('countries', 'situations')",1
"('nxe1xbbx8bgeria', 'siege')",1
"('governments', 'kidnapped')",1
"('bandits', 'unknown')",1
"('unborn', 'children')",1
"('still', 'serve')",1
"('serve', 'tin')",1
"('threatened', 'force')",1
"('force', 'fulani')",1
"('spirits', ""'"")",1
"('insurgents', 'killer')",1
"('recover', 'fulani')",1
"('system', 'therex99s')",1
"('stinking', 'liars')",1
"('attrocities', 'fulani')",1
"('silent', 'attrocities')",1
"('lagos', 'lagos')",1
"('normal', 'police')",1
"('young', 'correct')",1
"('correct', 'nigeria')",1
"('children', 'still')",1
"('lagos', 'unborn')",1
"('wetin', 'herdsmen')",1
"('x91xbf', 'u')",1
"('haram', 'fulan')",1
"('young', 'herdsmenx98x9dx8fxbc')",1
"('america', 'mentioned')",1
"('mentioned', 'working')",1
"('working', 'system')",1
"('herdsmen', 'evils')",1
"('refused', 'release')",1
"('still', 'refused')",1
"('bandits', 'un')",1
"(""'"", 't')",1
"('liars', 'normal')",1
"('evils', 'going')",1
"('always', 'f')",1
"('ababoku', 'everytime')",1
"('everytime', 'lagos')",1
"('people', 'suffer')",1
"('ogundana', 'still')",1
"('cowardice', 'scared')",1
"('killers', 'ar')",1
"('anytime', 'expose')",1
"('expose', 'shielding')",1
"('shielding', 'fulani')",1
"('today', 'ogundana')",1
"('field', 'leveln6')",1
"('leveln6', 'unitswe')",1
"('space', 'benue')",1
"('especially', 'towards')",1
"('feminine', 'absolutely')",1
"('suffer', 'herdsmen')",1
"('unitswe', 'to')",1
"('heard', 'locals')",1
"('locals', 'river')",1
"('river', 'sta')",1
"('thought', 'anytime')",1
"('bandits', 'killers')",1
"('cultists', 'bandits')",1
"('theyx99re', 'feminine')",1
"('bandit', 'recuse')",1
"('recuse', ""'"")",1
"('killing', 'rapingmad')",1
"('rapingmad', 'people')",1
"('people', 'everywhere')",1
"('absolutely', 'womennstead')",1
"('womennstead', 'fighting')",1
"('herdsmen', 'especially')",1
"('nigerian', 'governments')",1
"('towards', 'month')",1
"('fighting', 'haram')",1
"('haram', 'ampxe2')",1
"('thugs', 'users')",1
"('users', 'criminals')",1
"('terrorists', 'cultists')",1
"('kidnapped', 'nnamdi')",1
"('polarized', 're')",1
"('people', 'thou')",1
"('igbos', 'always')",1
"('problem', 'blind')",1
"('blind', 'emancipationthe')",1
"('emancipationthe', 'f')",1
"('already', 'polarized')",1
"('itx99s', 'theyx99re')",1
"('month', 'salaries')",1
"('freely', 'jihadist')",1
"('operating', 'freely')",1
"('dollar', 'conversion')",1
"('seen', ""'"")",1
"('recovered', 'marauding')",1
"('militia', 'nc/sw/se')",1
"('nc/sw/se', 'ss')",1
"('herdsmen', 'better')",1
"('kaduna', 'fulani')",1
"('always', 'problem')",1
"('herdsmenprobably', 'noyou')",1
"('arrest', 'haram')",1
"('not', 'seen')",1
"('jihad', 'going')",1
"('going', 'timenall')",1
"('timenall', 'herdsmen')",1
"('terrorist', 'band')",1
"('conversion', 'ratewhat')",1
"('ratewhat', 'disvalue')",1
"('killers', 'operating')",1
"('ammunition', 'can')",1
"('salaries', ""'"")",1
"('disvalue', 'naira')",1
"('naira', 'naira')",1
"('naira', 'notewhat')",1
"('notewhat', 'endsar')",1
"('ghost', 'ammunition')",1
"('fulani', 'herdsmenprobably')",1
"('first', ""''"")",1
"('noyou', 're')",1
"('least', 'herdsmen')",1
"('belong', 'herdsmen')",1
"('peopleolice', 'accomplice')",1
"('accomplice', 'to')",1
"('sincere', 'fulani')",1
"('country', 'flowing')",1
"('curse', 'dearillion')",1
"('military', 'collude')",1
"('members', 'arrested')",1
"('herdsmen', 'leaders')",1
"('kaduna', 'peopleolice')",1
"('dearillion', 'barrel')",1
"('barrel', 'missing')",1
"('missing', 'comatose')",1
"('comatose', 'economy')",1
"('economy', 'and')",1
"('blindfulani', 'herdsmen')",1
"('defendingna', 'worse')",1
"('include', 'haram')",1
"('x98x82x98x82x98x82', 'agbero')",1
"('yoruba', 'defendingna')",1
"('agbero', 'fulani')",1
"('needs', 'money')",1
"('money', 'kidnapping')",1
"('leaders', 'appointees')",1
"('still', 'herdsmen')",1
"('community', 'same')",1
"('bidders', ""''"")",1
"('arrested', 'police')",1
"('political', 'gangake')",1
"('gangake', 'showcase')",1
"('showcase', 'people')",1
"('people', 'looking')",1
"('looking', 'bidders')",1
"('always', 'yoruba')",1
"('themecall', 'suspected')",1
"('farmers', ""''"")",1
"('commander', 'har')",1
"('nnamdi', 'money')",1
"('assault', 'weapons')",1
"('finish', 'u')",1
"('repel', 'themecall')",1
"('kidnapping', 'looting')",1
"('police', 'killer')",1
"('groups', 'g')",1
"('jihadist', 'arrestedhow')",1
"(""n't"", 'drugs')",1
"('attack', 'benuecedtapril')",1
"('continue', 'i')",1
"('repel', 'themc2xa0recall')",1
"('themc2xa0recall', 'suspected')",1
"('community', 'a')",1
"('soldiers', 'others')",1
"('others', 'fresh')",1
"('weapons', 'finish')",1
"('melchizedek', 'ws')",1
"('herdsmen', 'assault')",1
"('attacked', 'opaha')",1
"('small', 'terrorist')",1
"('money', 'bribe')",1
"('bribe', 'groups')",1
"('drugs', 'trafficker')",1
"('trafficker', 'ws')",1
"('north', 'think')",1
"('first', 'disarm')",1
"('allowed', 'continue')",1
"(""n't"", 'stolen')",1
"('stolen', 'woman')",1
"('woman', 'never')",1
"('never', 'falsified')",1
"('falsified', 'his')",1
"('disarm', 'fulani')",1
"('voted', 'north')",1
"('people', 'small')",1
"('benuecedtapril', 'suspected')",1
"('america', 'seals')",1
"('laden', 'commander')",1
"('people', 'we')",1
"('herdsmen', 'voted')",1
"(""n't"", 'arrest')",1
"('think', 'bi')",1
"('flowing', 'honey')",1
"('citizen', 'kidnapped')",1
"('nigerian', 'whereas')",1
"('haram', 'nigerian')",1
"('americashettima', 'osama')",1
"('tinubu', 'delear')",1
"('delear', 'guinea')",1
"('guinea', 'pushing')",1
"('pushing', 'drugs')",1
"('drugs', 'guinea')",1
"('guinea', 'americashettima')",1
"('osama', 'laden')",1
"('kidnapped', 'haram')",1
"(""'ve"", 'd')",1
"('comes', 'killing')",1
"('seals', 'rescue')",1
"('oloshi', 'comes')",1
"('whereas', 'the')",1
"('itx99s', 'ruling')",1
"('north', 'itx99s')",1
"('amount', 'money')",1
"('honey', 'leade')",1
"('class', 'making')",1
"('thing', 'bandits')",1
"('xinjiang', 'herdsmen')",1
"('herdsmen', 'spend')",1
"('spend', 'amount')",1
"('money', 'drones')",1
"('herdsmen', 'terro')",1
"('different', 'sudan')",1
"('herdsmen', 'harampeople')",1
"('harampeople', 'nigeri')",1
"('predominantly', 'ch')",1
"('names', 'sounds')",1
"('sounds', 'sophisticated')",1
"('rescue', 'citizen')",1
"('ruling', 'class')",1
"('secessionist', 'sunday')",1
"('making', 'l')",1
"('millions', 'security')",1
"('buhari', 'millions')",1
"('valley|hero', 'the')",1
"('pixpeaks', 'volumes')",1
"('volumes', 'politics')",1
"('politics', 'dynamicsnthe')",1
"('dynamicsnthe', 'staunch')",1
"('staunch', 'defender')",1
"('defender', 'valley|hero')",1
"('hello', 'nigeria')",1
"('hypocrite', 'buhari')",1
"('nigeria', 'publicly')",1
"('wrong', 'north')",1
"('collude', 'fulani')",1
"('supported', 'haramiswap')",1
"('agents', 'cam')",1
"('fulani', 'jihadist')",1
"('urine', 'delete')",1
"('release', 'abducted')",1
"('jihadist', 'forces')",1
"('interesting', 'pixpeaks')",1
"('collect', 'another')",1
"('another', 'n3million')",1
"('n3million', 'ransom')",1
"('ransom', 'release')",1
"('abducted', 'zamfara')",1
"('sayinge', 'twitter')",1
"('zamfara', 'residents')",1
"('danjuma', 'publicly')",1
"('publicly', 'declared')",1
"('declared', 'military')",1
"('publicly', 'supported')",1
"('haramiswap', 'terrorists')",1
"('forces', 'masquerading')",1
"('dieing', 'chicken')",1
"('automatically', 'report')",1
"('herdsmen', 'igbo')",1
"('terrorists', 'ba')",1
"('herdsmen', 'daily')",1
"('chicken', 'everyday')",1
"('everyday', 'terrorist')",1
"('terrorist', 'banditry')",1
"('banditry', 'her')",1
"('cursed', 'county')",1
"('county', 'nigeria')",1
"('daily', 'russia')",1
"('terrorists', 'iswap')",1
"('russia', 'still')",1
"('still', 'dey')",1
"('delete', 'tw')",1
"('loldrink', 'urine')",1
"('terrorists', 'recrui')",1
"('ruled', 'goats')",1
"('goats', 'president')",1
"('igbo', ""'"")",1
"('either', 'security')",1
"('speech', 'visited')",1
"('president', 'knowledge')",1
"('knowledge', 'ta')",1
"('president', 'actually')",1
"('actually', 'killings')",1
"('killings', 'either')",1
"('behind', 'haram')",1
"('erats', 'egypt')",1
"('fulani', 'herdsmenterrorist')",1
"('herdsmenterrorist', ""'"")",1
"('idiat', 'happening')",1
"('worst', 'what')",1
"('twitter', 'space')",1
"('ground', 'sayinge')",1
"('still', 'loldrink')",1
"('talking', 'speech')",1
"('visited', 'nigeria')",1
"('killing', 'yoruba')",1
"('nothing', 'doneerdsmen')",1
"('displaced', 'kinsman')",1
"('reintegration', 'bo')",1
"('oloriburuku', 'tinubu')",1
"('tinubu', 'conderm')",1
"('conderm', 'killing')",1
"('yoruba', 'killer')",1
"('attack', 'village')",1
"('kinsman', 'fulani')",1
"('interestingly', 'fulani')",1
"('me', 'record')",1
"('record', 'abduction')",1
"('abduction', 'record')",1
"('stupid', 'bigotth')",1
"('doneerdsmen', 'attack')",1
"('confirms', 'ground')",1
"('peaceso', 'people')",1
"('nigeria', 'massive')",1
"('supported', 'reintegration')",1
"(""'there"", 'islamist')",1
"('islamist', 'terorists')",1
"('terorists', 'herdsmen')",1
"('herdsmen', 'forests')",1
"('forests', 'nigeria')",1
"('massive', 'weapon')",1
"('report', 'headline')",1
"('weapon', 'cachesslamists')",1
"('people', 'caught')",1
"('laughuna', 'think')",1
"('happen', 'playll')",1
"('playll', 'una')",1
"('record', 'invasion')",1
"('thousands', 'n')",1
"('unleashed', 'terror')",1
"('almost', 'st')",1
"('sophisticated', 'herdsmenp')",1
"('military', 'protection')",1
"('billions', 'rightcount')",1
"('civil', 'sudanhat')",1
"('sudanhat', 'journalism')",1
"('journalism', 'code')",1
"('code', ""''"")",1
"('conveniently', 'swallow')",1
"('swallow', 'billions')",1
"('rightcount', 'people')",1
"('headline', '``')",1
"('people', 'morning')",1
"('herdsmen', 'occupy')",1
"('occupy', 'land')",1
"('land', ""'"")",1
"('terror', 'almost')",1
"('suspected', 'herdsmenhis')",1
"('herdsmenhis', 'thatxe2')",1
"('egypt', 'build')",1
"(""n't"", 'bereaved')",1
"('remembered', 'destroyed')",1
"('think', 'called')",1
"('called', 'southern')",1
"('indigenes', 'cowardsr')",1
"('cowardsr', 'waiting')",1
"('waiting', 'gran')",1
"('bereaved', 'election')",1
"('mocked', 'erats')",1
"('election', 'today')",1
"('today', 'people')",1
"('people', 'ranting')",1
"('ranting', 'vot')",1
"('backed', 'terrorists')",1
"('fulani', 'military')",1
"('protection', 'unleashed')",1
"('nigerians', 'judiciary')",1
"('president', 'protected')",1
"('identifying', 'sudan')",1
"('markers', 'identifying')",1
"('freaking', 'yearsit')",1
"('brace', 'birth')",1
"('birth', 'nigeria4allnigerians')",1
"('nigeria4allnigerians', 'matter')",1
"('matter', 'co')",1
"('literally', 'herdsmen')",1
"('herdsmen', 'freaking')",1
"('yearsit', 'down')",1
"('nigerhe', 'remembered')",1
"('down', ""'"")",1
"('this', 'describes')",1
"('describes', 'sudanese')",1
"('sudanese', 'janjaweed')",1
"('janjaweed', 'militiaf')",1
"('going', 'nigerhe')",1
"('million', 'naira')",1
"('militiaf', 'markers')",1
"('league', 'what')",1
"('judiciary', 'brace')",1
"('naira', 'invested')",1
"('invested', 'farming')",1
"('crisis', 'benue')",1
"('talking', 'herdsmen')",1
"('herdsmen', 'league')",1
"('what', ""'"")",1
"('dating', 't')",1
"('coins', 'pictures')",1
"('pictures', 'busts')",1
"('busts', 'writingswe')",1
"('writingswe', 'whole')",1
"('whole', 'family')",1
"('family', 'dating')",1
"('crimes', 'humanityhere')",1
"('companies', 'messing')",1
"('humanityhere', 'difference')",1
"('protected', 'herdsme')",1
"('governors', 'ashamed')",1
"('breaking', 'north')",1
"('messing', 'people')",1
"('people', 'advices')",1
"('advices', 'lagos')",1
"('lagos', 'something')",1
"('something', 'burning')",1
"('burning', 'breaking')",1
"('north', 'bandits')",1
"('herdsmen', 'whil')",1
"('media', 'terrorist')",1
"('terrorist', 'crimes')",1
"('crimes', 'herdsmen')",1
"('crimes', 'election')",1
"('election', 'related')",1
"('sudan', 'removed')",1
"('anybody', 'anywhere')",1
"('catch', 'anybody')",1
"('1/750naira', 'scarcity')",1
"('south', 'president')",1
"('removed', 'think')",1
"('think', 'talki')",1
"('niger', 'bridgeherdsmen')",1
"('bridgeherdsmen', '$')",1
"('$', '1/750naira')",1
"('scarcity', 'lopsided')",1
"('police', 'catch')",1
"('lopsided', 'appointments')",1
"('appointments', 'elections')",1
"('elections', 'seaml')",1
"('x98x82x98x82be', 'forget')",1
"('forget', 'naija')",1
"('naija', 'police')",1
"('related', 'crime')",1
"('bridges', 'trade')",1
"('bokoharam', 'kidnapping')",1
"('ashamed', 'prefer')",1
"('action', 'imposing')",1
"('herdsmenn', 'terms')",1
"('imposing', 'any1e')",1
"('any1e', 'and')",1
"('always', 'begging')",1
"('begging', 'foodou')",1
"('foodou', 'alive')",1
"('alive', 'is')",1
"('brought', 'terrorist')",1
"('herdsmen', 'peacekeeping')",1
"('bokoharam', 'settlement')",1
"('settlement', 'resulted')",1
"('resulted', 'grabbing')",1
"('grabbing', 't')",1
"('never', 'bokoharam')",1
"('offendershe', 'offend')",1
"('x98x86', ""'"")",1
"('whatever', 't')",1
"('church', 'goers')",1
"('responsibility', 'action')",1
"('daily', 'offendershe')",1
"('trade', 'connection')",1
"('connection', 'with')",1
"('herdsmen', 'playing')",1
"('playing', 'nigeria')",1
"('goers', 'supporting')",1
"('support', 'whatever')",1
"('supporting', 'church')",1
"('church', 'politics')",1
"('politics', 'worst')",1
"('worst', 'fulani')",1
"('fulani', 'herdsmennthey')",1
"('herdsmennthey', 'support')",1
"('destroyed', 'niger')",1
"('herdsmen', 'will')",1
"('peacekeeping', 'x98x86')",1
"('projects', 'buhari')",1
"('concern', 'security')",1
"('started', 'completed')",1
"('killing', 'reducing')",1
"('promise', 'ta')",1
"('security', 'nigerians')",1
"('herdsmen', 'exampleicked')",1
"('exampleicked', 'soul')",1
"('soul', ""'"")",1
"('worked', 'killing')",1
"('reducing', 'voting')",1
"('buhari', 'started')",1
"('voting', 'population')",1
"('population', 'fulani')",1
"('attacks', 'th')",1
"('please', 'mention')",1
"('xa7xa9', 'promise')",1
"('militias', 'armed')",1
"('decades', 'militias')",1
"('government', 'nasarawa')",1
"('first', 'terrorism')",1
"('backyard', 'first')",1
"('tribal', 'conflict')",1
"('albashir', 'reg')",1
"('conflict', 'looming')",1
"('looming', 'kokona')",1
"('nasarawa', 'state')",1
"('darfur', 'decades')",1
"('state', 'following')",1
"('following', 'invasion')",1
"('invasion', 'three')",1
"(""''"", 'when')",1
"('when', 'began')",1
"('began', 'darfur')",1
"('mention', 'projects')",1
"('armed', 'former')",1
"('bloody', 'tribal')",1
"('president', 'albashir')",1
"('usually', 'intel')",1
"('something', 'atrocities')",1
"('attacks', 'usually')",1
"('gox98x82x98x82', ""'"")",1
"('issuesnour', 'leaders')",1
"('leaders', 'created')",1
"('created', 'things')",1
"('things', 'time')",1
"('atrocities', 'fulani')",1
"('north', 'fighting')",1
"('herdsmen', 'country')",1
"('nigeria', 'going')",1
"('herdsmen', 'catch')",1
"('catch', 'first')",1
"('funny', 'creatures')",1
"('fighting', 'released')",1
"('police', 'issuesnour')",1
"('tackle', 'backyard')",1
"('screenshot', 'herdsmen')",1
"('intel', 'nothing')",1
"('brothers', 'sudan')",1
"('background', 'gox98x82x98x82')",1
"('igbos', 'caused')",1
"('herdsmen', 'background')",1
"('among', 'herdsmen')",1
"('herdsmen', 'also')",1
"('terroristhy', 'backlash')",1
"('sudan', 'haram')",1
"('released', 'dealt')",1
"('haram', 'did')",1
"('herdsmen', '``')",1
"(""''"", 'instead')",1
"('instead', 'terroristhy')",1
"('kidnapping', 'political')",1
"('political', 'terro')",1
"('increases', 'fulani')",1
"('sugar', 'herdsmen')",1
"('daily', 'killer')",1
"('soonood', 'riddance')",1
"('problem', 'igbos')",1
"('caused', 'yoruba')",1
"('haram', 'iswapshould')",1
"(""'best"", ""'"")",1
"('president', 'leaving')",1
"('leaving', 'soonood')",1
"('riddance', 'rubbishiggest')",1
"('butchered', 'daily')",1
"('rubbishiggest', 'military')",1
"('military', 'but')",1
"('beautifulowever', 'indigenous')",1
"('people', 'particularly')",1
"('particularly', 'enugu')",1
"('herdsmen', 'wi')",1
"(""''"", 'last')",1
"('herdsmen', 'conflictut')",1
"('majority', 'the')",1
"('commit', 'wa')",1
"('last', 'tuesday')",1
"(""'"", 'president')",1
"('thank', ""'best"")",1
"('yoruba', 'majority')",1
"('terrorists', ""'"")",1
"('bravoa', 'cynical')",1
"('takeover', 'displace')",1
"('cynical', 'census')",1
"('census', 'aimed')",1
"('aimed', 'validating')",1
"('validating', 'herdsmen')",1
"('herdsmen', 'settlements')",1
"('settlements', 'takeover')",1
"('enugu', 'butchered')",1
"('conflictut', 'commit')",1
"('dailytrust', 'staffers')",1
"('myathi', 'allah')",1
"('nigeria', 'sponsored')",1
"('played', 'criminals')",1
"('double', 'fulani')",1
"('stated', 'fulani')",1
"('gunmen', 'fulani')",1
"('newany', 'attacks')",1
"('politics', 'played')",1
"('buhari', ""'"")",1
"('criminals', 'banded')",1
"('terrorising', 'nigeria')",1
"('banded', 'political')",1
"('political', 'parties')",1
"('parties', 'meant')",1
"('meant', 'to')",1
"('sponsored', 'president')",1
"('hague', 'crimes')",1
"('completed', 'south')",1
"('herdsmen', 'arewa')",1
"('staffers', 'double')",1
"('haram', 'nigeria')",1
"('nigeria', 'iswap')",1
"('allah', ""'"")",1
"('arewa', 'myathi')",1
"('$', 'n5')",1
"('herdsmenp', 'nigeria')",1
"('itx99s', 'hague')",1
"('nigeria', 'world')",1
"('world', '')",1
"('definition', 'pyramid')",1
"('pyramid', 'provided')",1
"('provided', 'disagrees')",1
"('disagrees', 'sweetiee2')",1
"('fighting', 'civil')",1
"('', 'common')",1
"('herdsmen', 'fighting')",1
"(""''"", 'x98x82x98x82x98x82')",1
"('indigenous', 'landsthis')",1
"('herdsmenbt', 'ana')",1
"('common', 'robber')",1
"('robber', 'killer')",1
"('kidnappers', '$')",1
"('interesting', 'fulani')",1
"('banditry', 'unknown')",1
"('wanted', 'state')",1
"('terroristsulani', 'herdsmen')",1
"('others', 'indigenous')",1
"('herdsmen', 'likel')",1
"('bandits', 'instead')",1
"('instead', 'herdsmen')",1
"('leave', 'legacy')",1
"('legacy', 'quality')",1
"('landsthis', 'situation')",1
"('situation', 'country')",1
"('ak47', ""''"")",1
"('herdsmen', 'started')",1
"('aguamede', 'forgotten')",1
"('country', 'since')",1
"('since', 'unfortunate')",1
"('unfortunate', 'that')",1
"('state', 'herdsmenbt')",1
"('buhari', 'wanted')",1
"('herdsmen', 'supremee2')",1
"('start', '``')",1
"('started', 'wahala')",1
"('wahala', ""'"")",1
"('people', 'tinubu')",1
"('tinubu', 'liegeria')",1
"('liegeria', 'presidiot')",1
"('presidiot', 'going')",1
"('quality', 'haram')",1
"('forgotten', 'enugu')",1
"('allah', 'understand')",1
"('terrorist', 'miyetti')",1
"('astonished', 'slightest')",1
"('delta', 'killxa0three')",1
"('community', 'drinking')",1
"('drinking', 'water')",1
"('water', 'fulani')",1
"('tuesday', 'attack')",1
"('herdsmen', 'including')",1
"('including', 'military')",1
"('telling', 'nwannep')",1
"('focuslease', 'let')",1
"('nwannep', 'terroristshey')",1
"('terroristshey', 'maim')",1
"('hahahax98x82x98x82x98x82x98x82', 'police')",1
"('police', 'drama')",1
"('drama', 'nigeria')",1
"('slightest', 'criminal')",1
"('criminal', 'nonchalant')",1
"('surprised', 'terrorist')",1
"('community', 'delta')",1
"('enugu', 'community')",1
"('nonchalant', 'government')",1
"('government', 'channel')",1
"('channel', 't')",1
"('everybody', 'knows')",1
"('killxa0three', 'farmers')",1
"('sponsors', 'socalled')",1
"('borders', 'eve')",1
"('enter', 'community')",1
"('blame', 'egyptiansunlike')",1
"('egyptiansunlike', 'nigeria')",1
"('nigeria', 'allow')",1
"('allow', 'herdsmen')",1
"('sneak', 'borders')",1
"('difference', 'bet')",1
"('never', 'allow')",1
"('network', 'esnhe')",1
"('always', 'ar')",1
"('knowledge', 'would')",1
"('military', 'officers')",1
"('allow', 'they')",1
"(""'re"", 'm')",1
"('tensionxa0as', 'alleged')",1
"('alleged', 'enter')",1
"('knows', 'sponsors')",1
"('socalled', 'terrorists')",1
"('stup1dity', 'bring')",1
"('wealth', 'knowledge')",1
"('nigerian', 'armed')",1
"('forces', 'politicizedan')",1
"('politicizedan', 'intelligence')",1
"('intelligence', 'officer')",1
"('officer', 'enornomus')",1
"('would', 'been')",1
"('butuzo', 'chasing')",1
"('memberst', 'always')",1
"('bring', 'evidence')",1
"('x9cnigeria', 'islamic')",1
"('chasing', 'fulani')",1
"('herdsmen', 'bush')",1
"('bush', ""'"")",1
"('problem', 'thing')",1
"('nothing', 'newany')",1
"('x9cherdsmenx9d', 'i')",1
"('conclusion', 'memberst')",1
"('cartapillercankerworm', 'forms')",1
"('routinelyused', 'x9cherdsmenx9d')",1
"('forms', 'apcinectinubububuherdsmeniswapboko')",1
"('apcinectinubububuherdsmeniswapboko', 'hara')",1
"('asking', 'arrive')",1
"('arrive', 'conclusion')",1
"('enornomus', 'wealth')",1
"('islamic', 'jihadis')",1
"('killing', 'chri')",1
"('understand', 'never')",1
"('fulanis', 'terrorist')",1
"('camps', 'middlebelt')",1
"('massacre', 'christians')",1
"('christians', 'mostly')",1
"('mostly', 'women')",1
"('women', 'childrenx9dthe')",1
"('childrenx9dthe', 'routinelyused')",1
"('middlebelt', 'fulani')",1
"('death', 'camps')",1
"('nigeria', 'fulanis')",1
"('nigeria', 'become')",1
"('sudan', 'janjaweeds')",1
"('always', 'opposite')",1
"('opposite', 'jihad')",1
"('jihad', 'fulani')",1
"('herdsmen', 'fulanis')",1
"('fulanis', 'politicians')",1
"('waves', 'herd')",1
"('saying', 'nigeria')",1
"('jihadis', 'massacre')",1
"('politicians', 'fulani')",1
"('bandits', 'government')",1
"('government', 'sponsors')",1
"('sponsors', 'ar')",1
"('government', 'saying')",1
"('become', 'sudan')",1
"('brutal', 'waves')",1
"('careful', 'nigeria')",1
"('poverty', 'death')",1
"('nigeria', 'careful')",1
"('worryingotice', 'areas')",1
"('areas', 'south')",1
"('south', 'brutal')",1
"('police', 'focuslease')",1
"('another', 'terribly')",1
"('terribly', 'pointhy')",1
"('hardship', 'timeless')",1
"('useless', 'government')",1
"('infrastructure', ""'"")",1
"('nigeria', 'population')",1
"('force', 'nigerians')",1
"('nigerians', 'herdsmen')",1
"('herdsmen', 'when')",1
"(""''"", 'docile')",1
"('docile', 'nigerians')",1
"('nigerians', 'nigeria')",1
"('million', 'peopleuhari')",1
"('timeless', 'infrastructure')",1
"('peopleuhari', 'reg')",1
"('exactlyhe', 'north')",1
"('number', 'armed')",1
"('forces', 'nigeriath')",1
"('government', 'plunged')",1
"('never', 'tried')",1
"('looting', 'and')",1
"('herdsmen', 'terroristsy')",1
"('function', 'thatx99s')",1
"('brain', 'function')",1
"('plunged', 'million')",1
"('million', 'nigerians')",1
"('nigerians', 'multidimensional')",1
"('poverty', 'terrorist')",1
"('buhari', 'remembered')",1
"('nigeriall', 'looting')",1
"('remembered', 'poverty')",1
"('herdsmen', 'number')",1
"('kaduna', 'herdsmen')",1
"('killded', 'southern')",1
"('always', 'such')",1
"('north', 'nigeriall')",1
"('herdsmen', 'hardship')",1
"('tried', 'accusations')",1
"('pointhy', 'trying')",1
"('accusations', 'always')",1
"('reason', 'killded')",1
"('devil', 'x91xbf')",1
"('hearts', 'become')",1
"('become', 'numbnmakes')",1
"('numbnmakes', 'imagine')",1
"('imagine', 'loved')",1
"('loved', 'polic')",1
"('peter', 'reason')",1
"('entity', 'created')",1
"('eastern', 'governo')",1
"('young', 'not')",1
"('herdsmen', 'april')",1
"('gunned', 'fa')",1
